label,sentence
1,[哈哈] //@摄影师-朱雨田:// @库开安康 : 转发微博
1,//@火星小丫丫:[鼓掌][鼓掌][鼓掌]很值得读读
1,新春愉快！[鲜花][鲜花][鲜花] //@玛尼堆藏语:[给力][过年啦]提前祝好友们新春快乐！分享佳节的喜庆！[蛇年快乐][围观][威武][鼓掌]
1,我最近都不能去?沙[泪]?你代表我??人知道香港男生大部分?了30仍然保持童?和童年的身高[嘻嘻]最重要是，?有年青的??和?真的心[给力]博弟兄，主?你同在！
1,【小酌小饮――自制芒果酒】做法 1.两颗芒果去皮切大条装进干燥罐子。 2.加一些冰糖。 3.倒上白酒 。 4.头半个月 每隔几天晃一下罐子 使内部材料混合均匀 5.一个月以后就能喝了 。[馋嘴][太开心]
1,@小糊涂诸 @张泉灵 [哈哈][哈哈] //@甲申辰:[笑哈哈]//@yinyin刘: 那不要孩子的应该立刻击毙吧。。。。。 //@财经网: 【哈！哈！哈！哈！】暴笑转身去，不留一云彩。
1,创意改变生活，[鼓掌]
0,我要移民了，虽然有点不舍~但是这真的是个无奈之举~ 因为赚再多的钱在国内也买不了房买不了车，还要吸着毒气，百分之20你妈的血胯的狗逼税。所以还不如花点小钱把民移了算了 去国外买大别墅 ~再见了 朋友们~ [泪]
1,[哈哈]team leader //@伤不起的经济学: 一张图让你知道女汉子天生就是个爷们[哈哈]
0,转发，我已知道结果。//@全球创意搜罗:[衰]
0,回复@娜小娜v5:必须滴行~@郭大侠在桃花岛 你们私信~ //@娜小娜v5:姐姐们，你们觉得我行吗？[偷笑][衰] //@棉袜子:转发微博
0,坑爹的物业，答应刷的外墙防水涂料等了半年毫无音讯。连厕所的马桶没水了他们也以各种理由不管长达一礼拜。。。。请大家记住他们。。东东大学城物业！！！！！[怒][怒][怒]
1,当然能啦[爱你]咱班超牛！ //@端木妙子:战绩如何啊？？明天加油还能见到你们的身影吗？[可怜][可怜]//@CocoCheong: 还有偶哩~ 现在饿的奔回家找吃的去[偷笑] //@Wesley张本丰:PT11，所向披靡！@JonathanBiMBA @胳膊地儿 @令照_fiveshine @renshizhong @赵明北京... 加油！
1,肥肠粉儿冒起了，加不加结子啊？？？//@callina涓:成都人太逗了[嘻嘻][哈哈][偷笑] //@李开复:那一句话能唤醒你？@crazylady田 @走路的小米扎
1,老朋友，什么都不用多说，已是万语千言[爱你]
0,#我的中国星#突然好想知道，选手们还过得好吗[泪][泪]想你们了@我的中国星_祝家家 @我的中国星_李柏霄 @我的中国星_李一嘉
0,#笑点#张惠妹说南昌的“昌”字像个“B”[汗]@羊羊是个憨憨子0-0 我嫂子最终没看成演唱会，我一个人看得不过瘾啊，票在她手上，没法退也没法叫你来，浪费钞票了[泪][泪]相机也在她手上，只能拿手机拍照了。@谈小牛 果然像你说的人没有满，但今天估计是特殊情况，不准去别的区域。长沙歌迷的情绪不高涨啊
0,自己烧烤不容易，扇的我胳膊疼！[泪] 我在:http://t.cn/zW1pBew
0,华为携手杜蕾斯，捎带大佛。疑似软文//@许瑞杰: 像是华为的软文//@东航官网:右边的都是坏人//@交通银行信用卡中心:肿木回事？//@招商银行信用卡中心:同右//@中信银行信用卡:感谢右边 //@华为中国区:不是我们弄哒[抓狂]//@杜蕾斯官方微博:感谢华为没忘记带上杜杜
1,赏[哈哈][哈哈]//@裴小墨:娘娘身边的太监亮了
1,//@江力北大著名文化青年:[哈哈]//@孔庆龙: “和尚回家，书记出家”才是新闻！
0,//@简爱8922: //@斯沃恩: [怒][怒][怒] 海军战友，得支持//@BG4HUN:// @BG4FIY : // @惠峰堂主人 :// @小老百
1,恭喜，祝贺！为你而高兴！[鼓掌][心]
1,坐等拉面时收得二呆送的喵喵防尘塞[哈哈][哈哈]今儿呀今儿呀真高兴[哈哈][哈哈]
0,[抓狂]瞬间被撕裂了呀，啊//@walkonwater: 传说中的几千块的一张告示牌，就这么被撕掉了，葵公公还真是不心疼我们的钱
1,早安～碰运气。[可爱]
1,意大利国家旅游局在重庆站的推广会已经结束，现在是商务洽谈B2B的时间[鼓掌]感谢西南地区的旅行社朋友们的支持！[爱你][威武] 我在这里:http://t.cn/8kRRQUR
1,你留神开口，姐也是瓶子 //@朱燕华_Winnie: 怎么说呢//@Ace_Q_Zhang:是说我吗？// @娜又如何呢 ：额，我白羊，某人让人嫉妒？// @茜米果_青青 :我是娃娃脸吗？[嘻嘻]  @醉萧遥-凌涛
0,[衰]//@互联网的那点事:无
1,过来时托带了盖碗与紫砂壶，还有几罐自选的茶叶，人家喝咖啡我泡普洱，人家抽雪茄我点烟斗，老美说我“Old classic”，我喜欢。[嘻嘻]
0,[晕]遇到这种情况，我闪他十几下
0,有一种幸福较惬意，我想我一定是死于安逸的那种[泪][泪][泪]
0,@li_zheng_ 纠结死我了，一千块，买还是不买！？！？@泡沫WW [泪][泪][泪]
1,死女人..我会在你生命里猖狂一辈子滴[哈哈][哈哈][哈哈]
1,A！姐几个，凑齐了啊[哈哈] //@辣妈肥婆:D //@黄小不:B  //@北京颓丧女青年:C
1,//@主持人张欢: 一定要关注民歌春晚噢[威武][威武] //@山西卫视:太空人抱着李玲玉的兔子就出来了[哈哈]山西卫视民歌春晚腊月二十六晚上七点四十首播 /@Dandelion-圈圈元元圈圈:兔兔好亲!
0,可怜的胃[泪]
0,民族仇恨，岂能忘记[怒]//@汇英杰:恨日本人
0,无语，[怒] //@济南卞志强:老来难…；老人边哭边说[伤心] //@准备微笑的海燕:大逆不道！
0,直播马上开始，@盛博 我们要听餐饮界的“相声”演员――北京工贸技师学院的刘志林老师讲长江三鲜的故事[鼓掌][鼓掌]。稍后的直播注定是欢快的、文化的、轻松的，欢迎大家踊跃签到。据说今年的刀鱼已经卖到7000大元一斤了，天哪！[抓狂][抓狂]@沈宏非 老师，为什么你们那旮瘩的吃食儿那么老贵呢？[疑问]
1,佛山洲际酒店的意大利铜餐具很是特色[嘻嘻][嘻嘻][嘻嘻]@face雄 @广州电台杨滨 @白头佬龙趸
1,提起襄阳，你想到的是郭靖黄蓉还是诸葛亮[嘻嘻]
1,[嘻嘻] 谢谢点评
1,太合算了！??票再??@麦韬旅游 的?品[嘻嘻]
1,不客气?[亲亲]
0,给土豪送货…[晕][晕][晕]
1,每次来外摊都是晚上。这次终于看到阳光下的外摊了。 [鼓掌]
1,即日起大家就可以通过酒店房间内的0频道观看酒店的介绍啦！[嘻嘻][鼓掌]
0,好吧！一千多?照片也不是一瞬?就能?回?的。以後慢慢??搜集吧！[泪]
0,今天一天是累着呢…此时此刻特想睡觉…[晕]
0,回复@剑小三:我们不习惯吹牛。 //@剑小三:光说不练，嘴把式，打啊[怒]
1,"[威武]成为雕爷牛腩的“VIP”就是这么与众不同！[花心]不但有专属的“神秘菜单”，还有各种为VIP准备的专属惊喜！[阴险]甚至....甚至...过生日还可以吃甜品吃到”扶墙而出“！[鼓掌]快快添加微信号”diaoyeniunan""输入“芝麻菜开门”办理VIP吧~~[威武]更多惊喜不断开发中...邀您共同感受哦~~"
0,南京大排档外卖超级难吃[抓狂][鄙视][鄙视] 今天没有糖育苗，只有赤豆元宵。[黑线][弱][吐][吐][吐]
0,【今日立冬，周末北方大降温[吃惊]】今天我们迎来立冬节气，此后，冷空气加强，降温加速。今天内蒙古及东北的雨雪将明显消减，但降温继续，东北多地迎入冬来最冷一天[衰]周六开始，一股较强冷空气将影响北方大部，大风+剧烈降温，降幅达10-14℃[抓狂]小伙伴们，赶紧拿出棉衣，过冬啦[温暖帽子]
1,[哈哈]时间过的好快啊~谢谢@刘金霏 @嘻哈包袱铺陈曦 两位参与本次微访谈活动~也期待你们给观众带来更多精彩的节目哦！[爱你]//@刘金霏: #超级笑星#一个小时好快，最后一个~我们都加油！
0,[蜡烛][蜡烛][蜡烛]//@中大pqing: 有情有义[蜡烛] //@peng树挺:[蜡烛][蜡烛][蜡烛] //@kangmeikangmei:[蜡烛][蜡烛][蜡烛][泪][泪][泪]
1,哇?谢谢关注哦。[哈哈] //@崔自默画友总会: @崔自默  //@宾麒麟:#中华旅游名博肇庆行#
1,丽江花间堂花间拾零商品部，又到新货啦！~[哈哈][哈哈][哈哈]
1,"这段日子老看大家提起什么2012末日呀，方舟呀。于是，所有关于末日的种种癔想居然掀起了话题。我经过认真仔细的思考，认为，首先我不能确定末日是否会来，其次是就算末日真的来了，大船也来了，我会毅然决然喊：""同志们先撤，我掩护，你们走，我留下。然后整个世界就都属于我一个人啦[哈哈][嘘]"
1,回复@_ELYSE_CHEN:thats right! Love it! //@_ELYSE_CHEN:China republic [嘻嘻][嘻嘻][嘻嘻][嘻嘻] //@ABC袁祖文:回复@英尼卡伯爵-Gryphon:thank you!  //@英尼卡伯爵-Gryphon:cute
1,雪地里面摆POSE吖！模特们好棒！[爱你][爱你][爱你]
1,图案很可爱，很适合当礼物！[嘻嘻][嘻嘻][嘻嘻][嘻嘻]
1,人家机票可以取消，你定的酒店可没人赔[哈哈]//@刘凯78:严重了
1,整个吴江都在努力[嘻嘻]//@苏州天天天蓝: 盛泽一直在为此努力。 //@中国虫子V2:如果各级政府机构与官员都有你这般认识，那这社会真心要和谐多了。舆情收集分析，在于关注民声、倾听民意、化解民怨，而不是为了暴力维稳、压制矛盾！
0,没劲死啦，真没意思……哎！！！[抓狂][落叶][手套][钟][可爱]
1,//@围脖心情心语：裸色婚纱[哈哈] @学穿衣爱潮搭
0,今早出门就滑倒摔了一跤，右半边屁股、右胳膊、右手疼了一天，啥兆头？[晕]
1,准猫妈咪宝[嘻嘻] @周庄花间堂季香
1,"幽默非天生，生活磨练成[哈哈]//@稻草大人Elmore:幽默感不是天生的，没有幽默感才是天生的[哈哈]//@思饭否:幽默不是天生的，幽默的人才是[哈哈]@茄子脱口秀: “幽默感是天生的，我没有天赋。” 一句话关上了一扇门。茄子君相信一句话：“以绝大多数人的努力程度,还没有到了拼天赋的时候。”"
0,//@央央央皮: 恳请上海朋友扩散。@Judy?? @靠谱Grace @素颜大灯 @关山Yann //@叨特冷2世: 求租上海儿童医学中心附近的房子[话筒]//@万弘杰: 上海的朋友们帮帮忙@艾左左 @叨特冷2世 @李宗翰 //@乐阗-得瑟: 太可怜了[泪]
1,2012欧洲杯在波兰和乌克兰举行，想去看球于是搜搜行程。找了个 @穷游网 的锦囊很全面，活活~~球场、球迷活动还有赛程。还有著名的景点、美食等旅行指南。果断分享一下 [哈哈][威武] http://t.cn/zOk4yYi
0,一家几口人都以为对方爱吃栗子，于是都爱买。等下班回家都从包包里掏出来说:我给你买栗子了。嗯，我也给你买栗子了，瞧还是两包。还附带剥栗利器[哈哈][晕][衰]
0,到达贵阳！我是Rain。多少回了，出门就遇雨。[汗][汗][晕] 命太好了！@芊芊之 我又来啦！求约会！[哈哈][爱你]  [衰]  我在这里: #贵阳市区# http://t.cn/zOafttl
0,[蜡烛][蜡烛] //@云层里的自由之心: [蜡烛]//@阿琪啊: [蜡烛][蜡烛]//@密斯雀神怪鸟: [泪][蜡烛] //@亲爱精诚CBI:徐老一路走好！[蜡烛][蜡烛] //@Mark_the_KMT:[??]
0,[悲伤]唉
0,[good] //@怕怕日记:在这可能早就被遗忘了！ // @Lina_Wong ://  @罗永浩可爱多  ://   @柯蓝   ：24小时就开始锯车掩埋了！[怒] //   @范庭略   ：相比之下我们面对灾难之后的处理要么弘扬伟大精神要么刨坑埋了，看到老美可以将两根骨头都找到，的确很钦佩。
0,馋死我吧[泪] //@微博经典语录:举手[手套]
0,#可可成长#可可这几天连续游泳折腾到很晚睡，貌似快累崩溃了。幸好明天可可暑期班最后一天了，再坚持一下就好了。不过明早暑期班有美食分享会，现在我倍感压力。赶紧干活，做完事情要捣鼓烘焙了。今夜，将是不眠夜。[泪]
1,真佩服这些人的迎新精神。。。。不能上厕所这种事也能忍！@切尔西的早晨11 [嘻嘻]
0,@youngeun [泪]
1,明天全面放假了，费自家水电了。[哈哈][哈哈][哈哈]//@追星老妈:[偷笑]//@菜农XX: [挖鼻屎]//@?小江: 我?得很正?呀！ //@精神分裂的菠萝:不能再对了！
0,我真晕，手上有speedy老花的同学们拿出来showshow，是不是一正一反的图案。这都有人质疑，我实在是无语了[汗][怒]
1,#2014年明信片#  收到 @微笑弯月亮 寄来的(东航营销委冬日系列摄影作品集之郭巍作品)，谢谢主席，也祝福您马年吉祥如意!  心想事成! [爱你][爱你][爱你]
1,#随手拍蓝天#大郑州的蓝天[爱你]
1,//@黄村老周:[给力][元宵快乐]//@刘姐1958: [给力][鼓掌]//@黄村老周:[赞]//@老箭摄影: [赞]//@刘姐1958: 七剑哥过节好![握手][心][礼物]//@快乐天山七剑V:[圆宵快乐] //@刘姐1958:回复@快乐天山七剑V:谢谢七剑哥哥![握手][心][礼物]
0,[蜡烛] //@烟火爱做梦:[泪]忠犬喜喜[蜡烛]
1,非常喜欢这段文字，尊重虔诚崇尚宁静?特有共鸣[鼓掌]
0,[衰]//@导演高晓舰: [吃惊][汗]//@狄青子://@安东: 事了拂衣去，深藏身与名。
1,哈哈，黑龙江的天堂[嘻嘻] //@民华游艇:海南是东北人的天堂，特别是三亚尤其是黑龙江人的天下，谁敢歧视东北人？不可能呀，人们都戏称三亚应划归＂黑龙江省三亚市＂．
0,按计划昨天就挪窝了呢，可今天也看不到能走迹象[失望]朋友送的一箱核桃都快被吃完了，他家有50亩核桃园[威武]大地主啊[嘻嘻]其实想想，能在这做个农场主，也很酷啊！哈哈哈
0,"大众XL1的视频。百公里油耗1升，最高时速160, 0-100加速12.7秒。纯电动续航50km。国内电动车的研究方向放到全电动，本想一下实现超越，结果又被落下了[泪] http://t.cn/zYYgFzg"
1,锻炼颈椎啊[嘻嘻]
1,嘿，刚回家吧。晚了啊、//@libby梅：marni的包子我可以考虑35岁再入手[嘻嘻] //@街拍至上：女人站在高跟鞋上可以看见整个世界，而当她们拎上一只崭新的包包，则仿佛是拥有了整个世界
1,[嘻嘻] 美丽的海棠湾，私密海岸，你想来吗？现在预订，仅需770元起哦！！http://t.cn/aW0ZhV
0,这个季节鼻子真心难受[衰]
1,烤海螺烤血肠烤鲜鱼烤板筋烤豆腐烤蔬菜烤瓜果烤菌菇烤香肠烤墨鱼烤猪的各部分烤鸡的各部分烤牛的各部位！谁说不吃狐狸水貂老鼠假扮的羊肉就没东西可烤啦？天气好，烧烤去！[围观][嘻嘻][哈哈][馋嘴]
0,所以一定要定期去影院   支持好电影//@舒淇:既然喜??影那?何不??院支持？你知道你?失的有什??？除了清晰完美的?面，?人的音?，震撼的心跳...也?有一天 你也??失了喜?的?影[泪]
1,美女客服小董的泥偶秀[鼓掌][鼓掌][鼓掌]后宫佳丽三千她都捏的差不多了[呲牙][偷笑]
1,[哈哈] //@他回精神病院了:填空：你们丫真拍不了！
0,今晚上 我妹播到芒果台 放宫锁连城 问我看吗 我说不看 我妈说这片挺好玩的[衰]
0,你说呢[右哼哼]//@clioooo :为啥微信上搜不到肉夹膜？ //@文怡:我就想问问这个社会还有没有良知，这个世界还有没有公平，人类到底能不能尊重点儿知识产权啊？切总啥时候给过你们肉夹馍的做法啊，那都是我一步步拍 一笔笔写的好么？心碎了一地好么[抓狂]
0,午夜两点，居然失眠，完全不是我的风格[睡觉]以后晚间就真不能再喝咖啡了。[衰]明天的直播啊，神呐，催眠我吧！
1,#网媒看江西#篁岭景区中修建的江西最长悬索桥，200米长，走在上面你怕了么？[嘻嘻]
1,风格是最让女人着迷的～[哈哈]
1,[哈哈]不会越睡越饿吗~
0,用surface上新浪微博真心别扭，不能竖屏，看好友微博也贼不方便，版面排列还会让人错以为进入了美丽说，瀑布式的信息流让我无所适从[晕]
1,取景还不收钱，群众演员绝对也够数//@王利芬://@连鹏:欢迎生化危机摄影组来北京取景[嘻嘻][抓狂] //@拉姆赫斯的左眼日记:这景象――拍生化危机7都不用电脑了。宅着，也是一种健康生活方式。
1,[爱你] //@刘洋:我都看哭了，虽然没去[抓狂]
1,喜欢[鼓掌]祝福[爱你]
1,哈哈哈！恭喜！恭喜！你什么时候都不忘淘气！[哈哈]
0,哎必须出去溜达溜达，我快憋疯了[抓狂][抓狂]我真该早做决定定个十一的机票什么的，现在全晚了[哼][抓狂][抓狂]
1,好期待！[鼓掌]就在本周六！
1,今日搭机流程：在值机柜台跟地勤MM说：“我想要离洗手间最近的安全出口的通道座位，谢谢”。上飞机后亲切的跟空飞说：“麻烦给我毯子，靠垫，耳机和注满饮料，谢谢”。3小时的航程只开始时送了一次饮品，等我小睡起来又吃又喝时感觉旁边的“帅蜗”一起在盯着我的杯子看。[哈哈]就是不给喝！
1,[哈哈] //@鱼目丫JoyanceZ:[偷笑][偷笑][偷笑]
1,这哥们儿应该师从中国街舞大师赵四。[哈哈]
1,回复@晓光导演:必须的[嘻嘻] //@晓光导演:别这么客气啊！
0,我在这里:#长宁区#。又要做ppt啦。[晕][晕][晕][晕] http://t.cn/SMSCk5
1,回复@黄村:做茶过程的香那叫香的不得了啊，记得先闻一闻再开讲就口吐莲花了[哈哈] //@黄村:岩茶我的最爱啊，喜爱肉桂的香，水仙的醇 //@野山狐:之后可以来，开始采茶了，满城尽是岩茶香  //@李峥嵘:我真的真的真的很想去，但承诺别人在先 //@野山狐:你真的真的不想来吗？  //@李峥嵘:哎~~
0,熊孩纸什么的最讨厌了~@cucn201白客 //@南京同城会: [泪]为他爸流下同情的泪水233333！
0,又能逃往何处呢？[晕][衰]
1,天津人民太有喜感了，塘沽满大街都是抓鱼的[哈哈]
0,杀银啦～～～[抓狂]楼上一早就开始钻眼儿，[顶]为什么装修总是这家唱完那家登场啊，有完没完啊，而且出于对邻居的尊重，是不是该贴个告示啊，让我们有点思想准备啊。收拾包包，出逃[脚印]
1,兰州石化生产航煤、汽油、橡胶都是低毒的！大型石化企业环保要比中小企业好！兰州石化通过了严格的环评报告！你不让他们开工国家还怎么发展！有本事你不开车不用汽油啊！钓鱼岛是中国的！[鼓掌]
1,终于到内蒙古了[鼓掌]哈哈，山西人还是挺多
0,//@大杰ljj：终于明白我为什么这么累…因为我老了，老人家早睡不叫保养，叫养生，我养生去了。p.s.十八廿二的女同志最值钱了，赶紧用青春去换一些钱吧，等到老了，再多的钱都换不回青春呐！[衰]
1,牛人被引出来了[哈哈] //@Mouce:通常我会固执的把产品经理再细分为宏观（PM）和微观（ID）两个岗位角色，因为关注点的不同，而且不是每个人都可以完美胜任这两个角色，所谓产品经理和交互设计师按照这个理解都是产品经理，所谓命名不同，干嘛那么固执的一定要或者不要？术业有专攻，除非某个阶段对产品
1,[哈哈]留美姐姐果然霸气啊！现世黄蓉[good]
0,俺不是个挑剔银儿~除了够不着的化妆镜和客房猫眼[泪]
0,大姐试用新买的粉底，擦上后照镜自览：是不是有点太白了？！在一边?饬什么的姐夫扭头看了一眼：女孩子，白点好看。挺好的。[衰]女孩子？女孩子？站在旁边的我惊得下巴都要掉，大姐也佯作羞涩状。我说：原来无论孩子生了几窝，她都是你心中美丽的女孩子呀哈哈哈。。还没说完，刀样的目光扔过来#王小贱#
1,宁波的同学们都好吧？[哈哈]
1,#视扇为宝#孟德接招环节，老郭@郭德纲 爆料自己非常喜欢收集扇子，久而久之就养成了收藏扇子的习惯。在介绍自己宝贝的时候，老郭也是如数家珍[奥特曼]~小编听闻后感觉也涨了不少姿势！看来说相声的就是有内涵啊~[哈哈]
0,HAHA、在石、长颈鹿、钟国?没带相机是我的错啊！[泪][泪][泪]
1,#七年后再游日照#  今天就要回家了，临走时看中顶草帽[汗] 买了吧，只能下次出游戴了[哈哈][哈哈][哈哈]  我在这里:http://t.cn/zHeBjDv
0,[围观]//@王升国:[围观][抓狂]
0,重点是 她偷东西不是吗？[衰]//@猿声朗朗://@文史女教师:供讨论～
1,#畅想英伦#【Keep Calm and Carry On（保持冷静，继续前进）】这句二战期间英国为鼓舞士气而做的宣传语，如今成了全球流行的英伦范儿心灵鸡汤。也同时衍生出了各种各样的Keep Calm系列，以下这么多种，你最喜欢哪一个？[哈哈] http://t.cn/zTjZ9Fv
1,今天最受关注奖-奥迪A1 e-tron！[鼓掌]
0,我流泪了[泪]
1,回复@刘枫-刘念孙:[鼓掌][鼓掌][鼓掌]//@刘枫-刘念孙:柴进夫人携全家出席前废寨主的追悼会，足见柴家不是浪得虚名！
1,闲时笑一笑，死不了人 ：）//@?臻曦:笑死个人。[哈哈]
1,蜘蛛屋也许会变身豪华套间[哈哈]//@江北边城:转发微博
1,对于准备去欧洲的童鞋真是个好消息呀[太开心]
0,[泪]真不是广告贴！收不了几个钱啊
0,杀千刀的人贩子、人渣！[怒][怒][怒] //@焦佰成JOBS://@温暖甘肃:希望孩子能早日回家！[泪] //@News上海:上海的朋友坐地铁的时候看到乞讨的多留意下！ [话筒]@宝贝回家 @微博打拐 @随手街头救助 @唐古拉 @XBLBW金龙 @费旭明 @我是孟霖 @小兰州 @上海发布 @老大笨象 @我们都是甘肃人 @甘肃互助会
0,[抓狂] //@贤莹定中:[抓狂] //@来去之间:[衰]
1,星期五终于来了[哈哈][哈哈]
1,回复@sun19820316:我也不知道，只是以为你也来了。[哈哈][哈哈][哈哈] //@sun19820316:你把谁当我了[偷笑]
1,没事儿，先好吃?????????????再好看吧[嘻嘻]
0,感谢微博[泪][泪]
1,这是干什么？谁出的注意！//@快刀青衣:受不了了。。。。//@QQ输入法:哎呀~肥皂掉了~@搜狗输入法 捡一下//@手机QQ浏览器: 我去放热水[偷笑]//@搜狗浏览器: 我去铺床单[做鬼脸] //@搜狗输入法:[亲亲]洗洗一起睡吧[害羞]
0,女人是烦 Ma De[抓狂]
0,重要人物出没，请避让！[失望]
0,虽然不全部理解，但足够精彩了[嘻嘻] //@北美乡下人:Profartssor?[泪]//@加州的云想霓裳: //@海波律师: //@Bellrock:你最牛bility的转贴 @海波律师 @法律英语tips--小何 @天同胡清平 @COCO_ZHANG女人 //@地道法律英语:哈哈，值得一转。给学英语的朋友们。
0,一世都难！//@腹黑小玉米: 冷暖自知，几分真实[泪] //@陈娅洁://@CAMIiiiiii:冷暖自知，真的是一个让人心疼的词！谁给我，一世纵容？
0,期待中的煎熬，为了一个答案、一个结果，无奈的等候！[抓狂][抓狂][抓狂][泪][泪][泪]。晚安！
1,回复@li_z218:嘿嘿 感谢您的欢喜 欢迎多多光临[太开心]！[江南style] //@li_z218:回复@青年餐厅:嗯嗯，别的菜也是不错的，我们俩人基本上啥都没剩的[可爱][可爱]，很好吃，加油加油[good][good]
0,南京同学们：急求！新街口慈悲寺附近靠谱咖啡馆[衰][衰] @懒人业余餐厅南京店 @大麦VS小菁  //@我:姑娘再来两杯摸鸡脱！（一种有薄荷叶的冰鸡尾酒[衰]）服务员：一杯！我：两杯....服务员：一杯！！我：两杯！！！（P服务员：两杯一杯！两杯一百！[汗][汗][汗]@懒人业余餐厅南京店
1,//@农家土烧酒: @百合哥张金龙 不急 //@陈秋雨:杨振宁最牛！//@专栏女作家: 一切淡定！[哈哈]
1,#MS蜜语#：话说放假后的上班日就要开心一下咯！！[偷乐]//@全球潮流时?榜: [哈哈] [哈哈] [哈哈] 这个人的微博太好笑了....[哈哈] 而且全部是没看过新鲜滚辣烫的原创!笑死我了 [哈哈] [哈哈]
1,仰望天空，发现奇迹，亚龙湾华宇度假酒店热带风情私属海滩，带您领略壮阔南中国海风情。这个冬天，来三亚度假。[嘻嘻]
1,群英会！//@静水致远: 系啊，我也吾见他们好耐了，期待明天下午见到他们。[给力][握手] //@水泊村夫:好久没见李教授和张院长了，明日又可一睹风采了[哈哈] //@武旭峰: @水泊村夫 @静水致远 @李铭建
1,有什么不一样呢？[哈哈][哈哈]//@王永森johnson:再次祝贺！微时代，有了微博，有了微信，各方面，大不一样！//@王永平商业地产: 贺！ //@商业地产王三炮:名流会，微传播，云分享，大未来！@姜汝祥 @谭小平_微营销 @张何 //@梁飞建-商业地产酒店:祝贺！ //@成都王长旭: //@王永森johnson://@黄文杰AAA:
1,生活的美好在於分享[爱你][爱你][爱你]
0,列表质量太差了，今天要好好优化下[怒]
0,//@冷笑话精选:额。。。。我念错了好多！！[泪]
0,骑车吧。。。其实不比开车慢多少//@茉莉香片1982: 唉，没有一条地铁线是例外的，感觉住哪里都不行啊[泪][泪][泪]@索南彭措2012
1,空空你又调皮了//@空空yes:最后一句笑喷了，在神州大地多少观众今晚揪着心阿[哈哈]
0,一进别人家就开始看装修可还行[晕]
1,这是我主持过婚礼中最幸福的一对（之一）[嘻嘻]
0,虎口脱险！看着我的眼！看着看着就斗了。。。。[晕]
0,//@红发非哥://@孙亚1968: 天朝本来女孩就少啊[抓狂]//@博者文摘: //@神州八号99://@海南梁山: //@刘上誉:转发微博
1,#达人生日祝福# 听过维多利亚的秘密，真心没听过 @维多利亚的肉肉 ，在生日这天祝你天天开心，变成维多利亚的秘密吧！[嘻嘻] 详情:http://t.cn/zlU7gNc
0,[泪] 总理//@meimei20002000：有皇帝的时候，只要皇帝好，百姓就好；皇帝昏，百姓就苦！怎么现在皇帝好，百姓苦？夹心昏官多[怒] //@王琪博:总理你向死者弯下腰，他们的灵魂就可以上天堂；你向人民弯下腰，人民就会挺着脊梁做人；你问土地弯下腰，多少双关切的眼神止不住热泪盈眶。
1,＂与钢球儿同居＂第一晚：回家路上拉了粑粑，尿了N泡。趁我蹲下的时候，舔耳朵，头发。。。最要命的是，它抱着我的腿，不撒手。任由我拖着它行走。现在熟悉了环境，与我同坐在沙发上，在我身上踩来踩去。@倪倪artjia  放心出差，我会照顾好这个遗孤的[哈哈]
1,[嘻嘻]像啊像啊还是像@王杰杰克逊 [good]
0,偶的神啊！[晕][抓狂][泪][泪][泪][泪]
0,牛逼！ //@同创伟业田文: [泪]
1,安帕瓦水上市场是运河边上的一个市场。小贩们一边摇船一边出售新鲜的物产、海鲜和饮料等。在这儿还有趣味活动等待亲们来体验。[太开心]河上泛舟，沿着安帕瓦运河前行，观看河岸两边。[抱抱]坐船去看萤火虫，晚上19:00开始，观看成群的萤火虫，彷佛点点繁星闪耀在安帕运河上。
1,这款可以[good]我也很是稀饭[爱你]
1,【环秀好形象[耶]】入秋、入秋。新衣、新衣。村里的员工都是帅锅、美铝。。元芳，你怎么看？[太开心]
1,回复@悠哉海盗:客栈就看你的宣传和装修特点了吧！ //@悠哉海盗:我是有心想在林芝呆下去??开户外公司？客栈?有钱途没？哈哈哈 //@慕容二爷:回复@悠哉海盗:这就是西藏，一个来了就不想走的地方！就算你走了，早晚还是会回来的地方！[哈哈][哈哈][哈哈]
0,PS 这狗软件真不是人弄的 我要好好攻破一下 一个狗软件还和我倔强？弄了2个小时 我决定还是用美图秀秀往上面加字好了~！PS 奴骚贱！ 什么狗图层我的妈呀~??[抓狂]
1,圣诞节到了，大餐！约会！狂欢，都不能少。[圣诞铃铛]胃不好的亲们，WISH梧桐温馨提示您，享受美食的同是照顾好自己[抱抱]
0,你现在是在去怀柔的路上吗？[哈哈][哈哈] //@ice_梅子:[失望]
0,不信[晕]
1,这秀？ //@原来名字都可以这么长得:[哈哈]领导的亲切慰问，我们要诚恳的回答[害羞][害羞]// @黑暗 : 这种摆拍的新闻骗谁呢？没票能进候车大厅么？怎么不去售票大厅看看那些买不到票的人急成什么样了[怒]
0,这个配图有点可怕[衰]
1,回复@恶魔团在魔都称霸:说对了！王总就是属黄鼠狼的。[哈哈][闭嘴]//@恶魔团在魔都称霸:姐姐，为什么看你说的话我想起黄鼠狼。//@米瑞蓉:难怪现在不吃鸡肉了，小时候晚上饿了就生吃床下的母鸡？
0,榴莲蛋糕，碳烤大鸡排，什么什么花枝丸，大饼卷牛肉，白兰地巧克力，罪过罪过思密达[晕][泪][抓狂]
0,转发必须到位！[怒]
1,Cool~~~love for everyone[鼓掌][心]
